Hora_decimal,P_residuo_BT_kW,Q_residuo_BT_kVAr
80.75,21.343000000000075,62.81309999999999
81.0,66.84799999999996,79.7551
81.25,80.36900000000003,86.22879999999999
81.5,103.52099999999996,98.3888
81.75,126.20900000000006,99.41429999999998
82.0,119.59199999999998,107.98759999999999
82.25,110.16700000000014,99.81880000000001
82.5,-37.45999999999981,74.14330000000001
82.75,-31.409000000000106,77.888
83.0,12.384000000000015,78.15100000000001
83.25,22.586000000000013,77.63100000000001
83.5,78.79300000000012,97.73310000000001
83.75,84.95800000000008,106.40559999999999
84.0,89.78200000000004,106.24019999999999
84.25,77.25300000000004,101.64930000000001
84.5,50.52299999999991,90.56500000000001
84.75,38.104999999999905,83.9893
85.0,-38.39700000000016,78.1383
85.25,-34.11299999999983,54.53139999999999
85.5,31.82100000000014,78.2953
85.75,48.520000000000095,76.86299999999999
86.0,46.54600000000005,67.06730000000002
86.25,62.625000000000114,55.86909999999999
86.5,71.52500000000009,48.1062
86.75,36.35699999999997,36.337800000000016
87.0,70.97900000000004,37.970500000000015
87.25,71.38199999999983,45.531499999999994
87.5,-4.449000000000069,40.6023
87.75,-23.138000000000147,40.123999999999995
88.0,-21.80899999999997,33.340900000000005
88.25,17.807999999999993,22.013199999999998
88.5,4.094000000000051,12.779299999999992
88.75,22.22199999999998,13.766100000000009
89.0,56.47499999999991,5.727599999999995
89.25,46.613999999999805,-18.569100000000006
89.5,77.69199999999978,-13.54630000000001
89.75,47.891999999999825,-29.898299999999992
90.0,30.639000000000124,-62.806400000000004
90.25,65.63099999999986,-19.313500000000005
90.5,13.618000000000166,-26.476400000000005
90.75,-10.345000000000255,-41.0318
91.0,49.11900000000014,20.326900000000002
91.25,63.56100000000015,15.968400000000003
91.5,69.83199999999988,24.364000000000004
91.75,46.442999999999756,11.224499999999999
92.0,104.62699999999995,11.985199999999999
92.25,109.59400000000005,10.4957
92.5,98.95499999999993,26.158099999999997
92.75,121.08899999999994,47.6489
93.0,136.56200000000013,58.3826
93.25,136.3520000000001,57.223800000000004
93.5,123.02399999999989,56.6765
93.75,128.798,58.4665
94.0,106.48399999999992,56.0116
94.25,134.6199999999999,52.541799999999995
94.5,70.88000000000011,27.986499999999992
94.75,94.74000000000001,37.363299999999995
95.0,104.9849999999999,55.2501
95.25,94.53800000000001,60.7955
95.5,117.03700000000003,70.7233
95.75,151.15700000000004,89.48689999999999
96.0,86.43100000000004,76.75130000000001
96.25,112.26300000000015,93.4421
96.5,72.78999999999996,57.89270000000002
96.75,70.34999999999991,64.66349999999998
97.0,59.50499999999988,67.9837
97.25,100.92200000000003,86.4978
97.5,109.49000000000001,85.88980000000001
97.75,101.37300000000005,80.94609999999999
98.0,97.80600000000004,71.76729999999999
98.25,74.13000000000011,66.7802
98.5,105.21799999999996,71.0415
98.75,103.56299999999999,75.5131
99.0,45.93999999999983,60.6846
99.25,62.62900000000013,69.43289999999999
99.5,63.077,75.5457
99.75,77.88300000000004,81.58149999999999
100.0,73.06799999999998,83.07670000000002
100.25,68.66699999999992,92.96570000000001
100.5,32.27399999999989,81.2061
100.75,13.45900000000006,66.26989999999999
101.0,25.096000000000004,83.4408
101.25,2.33400000000006,79.6163
101.5,44.07499999999993,65.32319999999999
101.75,18.17999999999995,22.428699999999992
102.0,38.46399999999994,39.3591
102.25,15.339000000000055,27.384400000000007
102.5,44.888999999999896,53.27189999999999
102.75,2.4009999999999536,39.00620000000001
103.0,20.972999999999843,47.4637
103.25,-2.270999999999958,49.4438
103.5,31.01299999999992,58.7565
103.75,32.680999999999926,74.09899999999999
104.0,-76.27200000000005,65.46060000000001
104.25,-84.27099999999996,65.2073
104.5,-45.77499999999998,70.63600000000001
104.75,-16.79600000000005,59.33120000000001
105.0,-3.5610000000000355,79.8552
105.25,24.00999999999999,97.1989
105.5,91.40100000000007,111.55460000000001
105.75,135.60000000000002,135.05800000000002
106.0,62.73599999999999,105.6669
106.25,57.44500000000005,96.81599999999999
106.5,-53.402000000000044,77.07249999999999
106.75,-55.492000000000075,78.86519999999999
107.0,-14.521000000000072,85.3244
107.25,68.48000000000002,91.14600000000002
107.5,70.03499999999997,103.1455
107.75,109.90899999999999,99.22449999999999
108.0,101.30899999999997,80.0693
108.25,87.83000000000004,96.52060000000002
108.5,93.89099999999996,100.62200000000001
108.75,64.73900000000003,90.434
109.0,-64.28500000000008,53.83890000000001
109.25,-40.500000000000114,51.4594
109.5,1.5059999999999718,60.253299999999996
109.75,32.3180000000001,87.9783
110.0,106.851,79.9329
110.25,23.030000000000086,70.8909
110.5,73.2460000000001,50.70179999999999
110.75,65.97699999999998,51.851699999999994
111.0,43.878999999999905,41.27899999999998
111.25,47.87900000000013,47.59739999999999
111.5,-30.55099999999993,31.025500000000008
111.75,-6.1840000000001965,32.349500000000006
112.0,-38.60100000000011,17.04509999999999
112.25,38.87799999999993,33.1682
112.5,22.30600000000004,11.311700000000002
112.75,43.0179999999998,14.724399999999989
113.0,37.99299999999994,2.6036
113.25,62.58699999999999,-12.749400000000009
113.5,43.128999999999905,-12.243800000000007
113.75,79.16199999999981,-6.760400000000004
114.0,73.68299999999999,-5.0516000000000005
114.25,24.223000000000184,-38.8524
114.5,7.962999999999965,-40.7473
114.75,-19.82899999999995,-57.334900000000005
115.0,22.090999999999894,-21.6721
115.25,24.490999999999985,-35.99720000000001
115.5,46.44599999999991,-17.823100000000004
115.75,37.391999999999825,-23.210800000000006
116.0,98.71399999999994,-34.4857
116.25,139.09799999999996,-36.3907
116.5,140.53600000000006,-32.4684
116.75,125.2940000000001,-28.013
117.0,129.38700000000017,-25.012999999999998
117.25,164.09899999999993,-21.415399999999998
117.5,164.615,-13.030600000000003
117.75,152.08999999999992,-22.275499999999997
118.0,104.08400000000006,-35.061
118.25,151.51300000000015,-25.726599999999998
118.5,105.06600000000003,-35.9505
118.75,85.31500000000005,-35.5256
119.0,85.34899999999993,-24.774700000000003
119.25,101.81099999999992,-20.0297
119.5,114.03099999999995,1.132399999999997
119.75,138.22299999999996,18.74909999999999
120.0,100.82500000000005,6.164200000000001
120.25,90.23800000000006,21.609700000000004
120.5,63.874000000000024,17.481699999999996
120.75,56.583000000000084,16.3709
121.0,104.78399999999988,29.401299999999992
121.25,79.20399999999995,25.801599999999993
121.5,73.3610000000001,18.4745
121.75,67.40600000000018,7.1494
122.0,95.80799999999999,12.805399999999992
122.25,78.14899999999989,30.645300000000006
122.5,91.6360000000002,30.827299999999994
122.75,79.26999999999998,21.829
123.0,62.92599999999993,31.966599999999993
123.25,65.02300000000014,24.651000000000003
123.5,81.58699999999999,5.2652
123.75,85.49000000000001,-4.595199999999998
124.0,55.281000000000176,-11.059899999999999
124.25,37.55099999999993,-14.058100000000003
124.5,38.692999999999984,-24.457900000000002
124.75,15.011999999999944,-28.528099999999995
125.0,60.791999999999916,-14.852999999999994
125.25,47.98400000000015,-18.233200000000004
125.5,92.59799999999996,2.6869999999999905
125.75,31.326000000000022,4.450600000000001
126.0,45.774,9.125
126.25,44.27099999999996,-0.7561999999999998
126.5,56.580999999999904,-6.155299999999997
126.75,-3.1130000000000564,-18.714
127.0,24.99799999999982,-15.791200000000003
127.25,16.84699999999998,-21.634
127.5,95.45700000000011,11.947400000000002
127.75,165.52699999999982,43.0236
128.0,66.83999999999992,11.752400000000023
128.25,-30.378999999999905,21.646500000000003
128.5,8.007000000000062,27.9015
128.75,51.884000000000015,39.816100000000006
129.0,119.01400000000012,82.5786
129.25,-485.5300000000002,28.875800000000027
129.5,92.68899999999985,100.09820000000002
129.75,36.48700000000008,83.18129999999996
130.0,115.20499999999993,79.69829999999999
130.25,77.79400000000032,74.85040000000001
130.5,-27.019999999999982,64.6539
130.75,-136.04000000000042,55.66839999999999
131.0,-443.2900000000004,25.20440000000002
131.25,-99.67999999999984,78.0958
131.5,-267.19000000000005,62.02029999999999
131.75,119.3119999999999,88.6925
132.0,118.77599999999984,103.88719999999998
132.25,161.22400000000016,119.57650000000001
132.5,4.288000000000011,89.77470000000002
132.75,181.92500000000018,105.3741
133.0,42.14700000000039,81.53880000000001
133.25,85.98000000000002,72.499
133.5,126.92699999999968,71.0084
133.75,214.92399999999998,105.52409999999998
134.0,182.39800000000014,103.10470000000001
134.25,148.88999999999987,101.66320000000002
134.5,145.3729999999996,99.9959
134.75,66.32600000000002,78.02359999999999
135.0,117.69799999999987,63.35070000000002
135.25,102.29999999999973,58.6644
135.5,122.64499999999998,64.35419999999999
135.75,129.94899999999961,68.77169999999998
136.0,105.94000000000005,55.593199999999996
136.25,63.33199999999988,53.2107
136.5,26.242999999999938,28.345799999999997
136.75,54.827,39.1345
137.0,83.89999999999964,8.72290000000001
137.25,39.22900000000004,-21.291200000000003
137.5,107.49000000000001,5.246200000000002
137.75,119.52800000000025,11.325300000000013
138.0,120.50700000000006,18.550799999999995
138.25,36.89700000000016,0.35650000000001114
138.5,6.6059999999999945,-15.281599999999997
138.75,-6.206000000000131,-22.001599999999996
139.0,9.635999999999967,-18.961400000000005
139.25,18.69399999999996,-20.872499999999995
139.5,31.704999999999927,-18.26619999999999
139.75,44.54899999999998,-17.40319999999999
140.0,122.06099999999992,7.634499999999996
140.25,111.9369999999999,-24.6411
140.5,109.82200000000012,-21.185900000000004
140.75,94.27700000000004,-19.713499999999996
141.0,100.904,-14.212899999999998
141.25,103.92399999999998,-15.712400000000002
141.5,121.23500000000013,4.837400000000002
141.75,102.07799999999997,-2.2225000000000037
142.0,62.274000000000115,0.07580000000000098
142.25,86.56299999999987,-1.0608000000000075
142.5,68.78800000000024,-3.2558000000000007
142.75,42.0,-15.887500000000003
143.0,47.94800000000009,-11.545900000000003
143.25,47.519000000000005,11.040199999999999
143.5,102.12900000000013,30.1182
143.75,59.669000000000096,6.409700000000001
144.0,52.000999999999976,4.211200000000005
144.25,61.89700000000016,0.5385999999999953
144.5,24.017000000000053,-2.1918999999999897
144.75,12.082999999999856,5.881600000000006
145.0,60.478000000000065,25.375899999999987
145.25,18.276000000000067,18.580399999999997
145.5,69.68499999999995,40.33259999999999
145.75,69.97700000000009,47.6918
146.0,66.30700000000002,42.4516
146.25,84.83699999999999,64.3774
146.5,68.16799999999989,60.795100000000005
146.75,56.549999999999955,58.47129999999999
147.0,38.18199999999979,54.985099999999996
147.25,31.84400000000005,56.1769
147.5,51.5920000000001,42.802600000000005
147.75,36.31600000000003,41.895500000000006
148.0,14.270999999999958,28.577399999999997
148.25,19.92599999999993,36.6481
148.5,-11.717000000000098,35.655699999999996
148.75,-39.72699999999986,38.45649999999999
149.0,12.047000000000025,39.9362
149.25,5.517000000000053,37.28460000000001
149.5,13.092000000000098,45.5599
149.75,-22.684000000000196,43.791799999999995
150.0,-27.031999999999925,63.008600000000015
150.25,-4.518000000000029,39.696
150.5,-5.072000000000116,27.915000000000006
150.75,-55.37200000000007,-0.6910000000000025
151.0,-177.39600000000019,-13.299999999999983
151.25,-34.71600000000012,14.224899999999991
151.5,31.544999999999845,42.35979999999999
151.75,-8.619000000000142,18.2663
152.0,-88.9690000000005,4.363299999999981
152.25,-27.208000000000084,29.170500000000004
152.5,-22.001000000000204,38.006
152.75,-18.786000000000058,48.2371
153.0,74.42000000000007,86.18620000000001
153.25,-122.95000000000027,94.72920000000002
153.5,-27.389999999999873,106.97819999999999
153.75,189.64199999999983,138.2751
154.0,-26.190000000000055,122.8825
154.25,98.75199999999995,135.4685
154.5,-70.73000000000047,112.08440000000002
154.75,-34.710000000000036,101.94400000000002
155.0,-48.43000000000029,117.52109999999999
155.25,-355.27999999999975,120.77179999999998
155.5,44.91899999999987,141.074
155.75,261.59400000000005,174.87350000000004
156.0,217.74400000000014,165.1466
156.25,-237.9699999999998,143.05830000000003
156.5,215.1239999999998,131.50469999999999
156.75,223.73000000000002,153.67520000000002
157.0,143.54599999999982,156.67309999999998
157.25,-184.23000000000002,133.9631
157.5,145.89999999999964,125.85069999999999
157.75,137.1260000000002,123.78440000000003
158.0,108.8680000000004,155.7078
158.25,167.67699999999968,152.1327
158.5,53.534999999999854,115.87979999999999
158.75,131.84299999999985,121.68300000000002
159.0,113.05099999999993,103.076
159.25,122.27399999999989,104.40899999999996
159.5,-43.46100000000024,64.8038
159.75,-5.7520000000004075,79.43650000000002
160.0,-60.54599999999982,56.06129999999999
160.25,93.67799999999988,60.955600000000004
160.5,-0.9200000000000728,30.78049999999999
160.75,0.31799999999998363,12.804000000000002
161.0,4.796999999999798,2.8148999999999944
161.25,74.4390000000003,13.534300000000016
161.5,188.66499999999996,24.606300000000005
161.75,69.32499999999982,29.316600000000008
162.0,147.01400000000012,72.4553
162.25,103.05300000000011,54.8909
162.5,27.940000000000055,18.8052
162.75,14.40300000000002,18.676599999999993
163.0,44.92399999999998,22.110100000000003
163.25,45.5,23.040099999999995
163.5,78.67200000000003,23.243899999999996
163.75,78.37799999999993,11.315999999999995
164.0,145.70400000000018,3.0671000000000035
164.25,138.97899999999981,-11.965100000000007
164.5,130.48800000000006,-22.0653
164.75,129.1769999999999,-5.331600000000002
165.0,141.8929999999998,0.2325000000000017
165.25,127.86500000000001,7.5809
165.5,130.71800000000007,11.936100000000003
165.75,123.41800000000012,25.9786
166.0,119.36900000000014,25.117900000000006
166.25,105.50999999999999,24.39309999999999
166.5,81.25999999999976,25.608400000000003
166.75,77.6400000000001,26.284800000000004
167.0,77.10699999999997,39.1405
167.25,80.5039999999999,52.4156
167.5,112.73100000000022,76.36409999999998
167.75,112.36099999999988,75.3982
168.0,68.00900000000001,58.2296
168.25,61.61799999999994,47.96610000000001
168.5,38.264000000000124,49.793000000000006
168.75,31.766000000000076,59.2176
169.0,52.88999999999987,50.79820000000001
169.25,47.639000000000124,68.7475
169.5,111.40499999999997,89.22569999999999
169.75,40.2030000000002,89.84300000000002
170.0,59.14899999999989,94.7457
170.25,75.702,94.34020000000001
170.5,81.14100000000008,111.07740000000001
170.75,79.37199999999984,100.65690000000001
171.0,48.587999999999965,108.23819999999999
171.25,73.98300000000017,114.01150000000001
171.5,64.51800000000003,123.6911
171.75,75.75999999999999,119.2176
172.0,47.013999999999896,110.52770000000001
172.25,43.90000000000009,101.75280000000001
172.5,13.486999999999853,103.40410000000001
172.75,12.276999999999816,99.59559999999999
173.0,24.251999999999953,110.8108
173.25,51.044000000000096,113.08149999999999
173.5,26.442000000000007,110.31839999999998
173.75,23.375999999999976,132.8189
174.0,38.500999999999976,73.33950000000002
174.25,3.755999999999858,45.63590000000001
174.5,16.126999999999953,47.189600000000006
174.75,-68.83799999999997,49.565
175.0,-128.76499999999987,33.9607
175.25,-313.424,1.187100000000001
175.5,-82.0809999999999,0.7088999999999999
175.75,-130.57400000000007,44.61109999999999
176.0,-169.03700000000026,8.748899999999992
176.25,-167.62800000000016,11.073700000000002
176.5,-91.16699999999992,56.18130000000002
176.75,-122.07700000000023,58.64669999999998
177.0,-135.61500000000024,89.69809999999998
177.25,82.21199999999999,110.39770000000001
177.5,-78.16700000000037,144.25169999999997
177.75,24.583000000000084,132.948
178.0,-13.019999999999982,102.64189999999999
178.25,-1.262000000000171,105.60299999999998
178.5,-334.3499999999999,79.8313
178.75,-23.745000000000346,64.12530000000001
179.0,56.891000000000076,83.12460000000002
179.25,99.34400000000005,59.602000000000004
179.5,46.077999999999975,85.65740000000002
179.75,-22.046000000000276,71.58980000000003
180.0,-7.611000000000331,75.80359999999999
180.25,83.05499999999984,80.91450000000003
180.5,136.79899999999998,63.45979999999997
180.75,95.90999999999985,85.01710000000003
181.0,-28.546000000000276,64.97130000000001
